mapped_pincode,mapped_city_db,mapped_state_db,mapped_city_tat,Latitude,Longitude
224225,Kumarganj,UP,Kumarganj,26.542066,81.936826
759014,Bhuban,OR,Bhuban,20.894933,85.80767
244102,Moradabad,UP,Moradabad,28.823992,78.671707
695304,Attingal,KL,Attingal,8.663449,76.798961
590003,Belgaum,KA,Belgaum,15.843128,74.516563
243407,Nawabganj-UP,UP,Nawabganj-UP,28.492346,79.579033
679357,Perinthalmanna,KL,Perinthalmanna,10.925791,76.27433
312021,Chittaurgarh,RJ,Chittaurgarh,24.939863,74.628503
612402,Kumbakonam,TN,Kumbakonam,10.908719,79.40382
828303,chandankiyari,JH,chandankiyari,23.654228,86.37821
612303,Kumbakonam,TN,Kumbakonam,10.988658,79.356071
415011,Satara,MH,Satara,17.727246,74.032388
642202,Pollachi,TN,Pollachi,10.810021,77.146011
172104,Jeori,HP,Jeori,31.526223,77.778654
711113,Howrah,WB,Howrah,22.606805,88.297873
472118,Jatara,MP,Jatara,25.008622,79.046596
761200,Paralakhemundi,OR,Paralakhemundi,18.770504,84.097501
845305,Raxaul,BR,Raxaul,26.984281,84.850532
382029,Gandhinagar,GJ,Gandhinagar,23.24436,72.661763
488001,Panna,MP,Panna,24.715566,80.183354
465441,Agar,MP,Agar,23.712769,76.011639
441207,Brahmapuri,MH,Brahmapuri,20.623366,79.96269
400043,Mumbai,MH,Mumbai,19.065568,72.917738
635108,Krishnagiri,TN,Krishnagiri,12.535989,78.293426
627415,Tenkasi,TN,Tenkasi,8.854351,77.352531
140802,Sirhind-Fategarh,PB,Sirhind-Fategarh,30.782926,76.390418
602107,Chennai,TN,Chennai,13.044159,80.046343
395002,Surat,GJ,Surat,21.181837,72.833489
713219,Durgapur,WB,Durgapur,23.488301,87.3436
721603,Tamluk,WB,Tamluk,22.200904,88.047837
700080,Kolkata,WB,Kolkata,22.629272,88.422525
625504,Madurai,TN,Madurai,9.987397,78.042491
326529,Ramganj Mandi,RJ,Ramganj Mandi,24.657446,75.92912
802101,Buxar,BR,Buxar,25.569877,83.987209
735302,Mainaguri,WB,Mainaguri,26.579297,88.769174
140111,Rupnagar,PB,Rupnagar,30.925499,76.410038
431211,Partur,MH,Partur,19.390043,76.057129
813211,Banka,BR,Banka,25.08154,86.729899
506369,Gudur-TS,TS,Gudur-TS,17.798754,79.979318
262545,Dharchula,UK,Dharchula,29.848898,80.541664
370511,Naliya,GJ,Naliya,23.414899,68.69611
603405,Chengalpattu,TN,Chengalpattu,12.615689,79.978247
228145,Dostpur,UP,Dostpur,26.164833,82.370499
522402,Sattenapalle,AP,Sattenapalle,16.469067,80.25891
829138,Phusro,JH,Phusro,23.764727,85.994605
465116,Polay Kalan,MP,Polay Kalan,23.21324,76.549918
458441,Neemuch,MP,Neemuch,24.459121,74.868771
755006,Mangalpur,OR,Mangalpur,20.822757,86.465481
754291,Cuttack,OR,Cuttack,20.538599,86.25299
304502,Malpura,RJ,Malpura,26.297102,75.376457
463111,Berasia,MP,Berasia,23.621497,77.430944
382405,Ahmedabad,GJ,Ahmedabad,22.952778,72.587731
581102,Hangal,KA,Hangal,14.726186,75.166497
402402,Shriwardhan,MH,Shriwardhan,18.262609,72.971396
480109,Sausar,MP,Sausar,21.589853,78.735366
524137,Nellore,AP,Nellore,14.49876,79.985085
641023,Coimbatore,TN,Coimbatore,10.959513,76.986414
691538,Kottarakkara,KL,Kottarakkara,8.985282,76.849022
491227,Dhamtari,CG,Dhamtari,20.784135,81.458314
689580,Karukachal,KL,Karukachal,9.500307,76.640786
127311,Bhiwani,HR,Bhiwani,28.716293,76.142833
225205,Ramnagar-UP,UP,Ramnagar-UP,27.08649,81.401443
415619,Ratnagiri,MH,Ratnagiri,17.016435,73.417664
590015,Belgaum,KA,Belgaum,15.887353,74.539062
679554,Edappal,KL,Edappal,10.821828,76.063995
785702,Golaghat,AS,Golaghat,26.510994,93.970137
522256,Repalle,AP,Repalle,16.103264,80.783061
332301,Fatehpur-RJ,RJ,Fatehpur-RJ,27.996356,74.963059
743512,Barrackpore,WB,Barrackpore,22.79765,88.354336
560047,Bangalore,KA,Bangalore,12.966456,77.612095
341302,Khatu Khurd,RJ,Khatu Khurd,27.158157,74.347028
601202,Gummudipoondi,TN,Gummudipoondi,13.447764,80.00824
495330,Mungeli,CG,Mungeli,22.130774,81.864107
271502,Colonejganj,UP,Colonejganj,27.134609,81.69848
827013,Bokaro,JH,Bokaro,23.638194,86.160461
444004,Akola,MH,Akola,20.676394,77.016897
305405,Kekri,RJ,Kekri,25.805171,75.051703
799284,Dhalai,TR,Dhalai,23.596093,91.823082
466125,Ashta,MP,Ashta,23.114241,76.667745
229204,Unchahar,UP,Unchahar,26.002275,81.166147
587118,Ilkal,KA,Ilkal,16.060355,76.058942
241302,Madhoganj,UP,Madhoganj,27.111516,80.140274
334305,Bajju,RJ,Bajju,28.014302,73.304004
766018,Jaipatna,OR,Jaipatna,19.484293,82.806672
576247,Kundapura,KA,Kundapura,13.688521,74.676168
394380,Rumkitalav,GJ,Rumkitalav,21.408972,73.94403
685618,Kuthumkal,KL,Kuthumkal,10.050553,77.194514
503114,Padmajiwadi,TS,Padmajiwadi,18.431579,78.240039
521403,Gampalagudem,AP,Gampalagudem,16.988519,80.518134
612702,Kumbakonam,TN,Kumbakonam,10.95067,79.355235
641655,Avinashi,TN,Avinashi,11.243199,77.237922
612703,Kumbakonam,TN,Kumbakonam,10.925802,79.34474
110512,Delhi,DL,Delhi,28.677193,77.160975
572115,Sira,KA,Sira,13.652056,76.74719
394440,Mandvi (Surat),GJ,Mandvi (Surat),21.389046,73.33231
382000,Gandhinagar,GJ,Gandhinagar,23.206987,72.637118
341522,Phulera,RJ,Phulera,26.935249,74.626399
762029,Phulbani,OR,Phulbani,20.377373,84.249395
627109,Vallioor,TN,Vallioor,8.317871,77.579057
580005,Dharwad,KA,Dharwad,15.495102,74.970753
700101,Kolkata,WB,Kolkata,22.603555,88.424816
682029,Cochin,KL,Cochin,9.937178,76.27933
515803,Guntakal,AP,Guntakal,15.158258,77.379085
613207,Thanjavur,TN,Thanjavur,10.871486,79.086935
790002,Kalaktang,AR,Kalaktang,27.1072,92.116537
788119,Sonabarighat,AS,Sonabarighat,24.733306,92.890149
609801,Mayiladuthurai,TN,Mayiladuthurai,11.073897,79.559631
683546,Perumbavoor,KL,Perumbavoor,10.14428,76.539487
574314,Sullia,KA,Sullia,12.519175,75.467984
841313,Ekma,BR,Ekma,25.861864,84.568475
180017,Jammu,JK,Jammu,32.759939,74.951279
175137,Sundar Nagar,HP,Sundar Nagar,31.575868,76.911602
505188,Ramagundam,TS,Ramagundam,18.657813,79.500958
384320,Vadnagar,GJ,Vadnagar,23.783549,72.633608
571448,Nagamangala,KA,Nagamangala,12.96611,76.719729
620017,Tiruchi,TN,Tiruchi,10.813282,78.674875
756086,Dantan,WB,Dantan,21.934274,87.275812
481222,Balaghat,MP,Balaghat,21.503389,80.539689
305002,Ajmer,RJ,Ajmer,26.40705,74.656065
741301,Nabadwip,WB,Nabadwip,23.408165,88.380995
364365,Amreli,GJ,Amreli,21.744928,71.414757
754282,Kendrapara,OR,Kendrapara,20.501308,86.419433
732101,Malda,WB,Malda,24.99996,88.139728
323803,Bundi,RJ,Bundi,25.329408,75.744815
396185,Vapi,GJ,Vapi,20.459423,72.921614
416435,Sangli,MH,Sangli,16.854983,74.577622
689613,Kozhenchery,KL,Kozhenchery,9.394725,76.723224
533212,Amalapuram,AP,Amalapuram,16.579211,82.152994
632007,Kadpadi,TN,Kadpadi,12.968113,79.14104
382027,Gandhinagar,GJ,Gandhinagar,23.252322,72.642269
626106,Aruppukkottai,TN,Aruppukkottai,9.672236,78.102217
171009,Shimla,HP,Shimla,31.078617,77.182923
683564,Aluva,KL,Aluva,10.104802,76.307631
361230,Dhrol,GJ,Dhrol,22.564476,70.185313
613102,Thirukkattupalli,TN,Thirukkattupalli,10.84915,78.955439
685601,Mundakayam,KL,Mundakayam,9.537061,76.885777
620001,Tiruchi,TN,Tiruchi,10.805762,78.685621
123101,Rewari,HR,Rewari,28.1783,76.487068
271318,Colonejganj,UP,Colonejganj,27.133017,81.698181
832109,Jamshedpur,JH,Jamshedpur,22.794596,86.140385
629502,Nagercoil,TN,Nagercoil,8.134139,77.355402
412307,Pune,MH,Pune,18.525027,73.962261
576210,Manipal,KA,Manipal,13.352651,74.781559
507138,Kothagudem,TS,Kothagudem,17.490456,80.647421
311203,Deoli-RJ,RJ,Deoli-RJ,25.601889,75.583081
209861,Unnao,UP,Unnao,26.483855,80.388144
462016,Bhopal,MP,Bhopal,23.211709,77.435068
175011,Karsog,HP,Karsog,31.383418,77.205519
734203,Kurseong,WB,Kurseong,26.878002,88.277452
800023,Patna,BR,Patna,25.610191,85.094811
688010,Alappuzha,KL,Alappuzha,9.486329,76.344406
587120,Bagalkot,KA,Bagalkot,16.100952,75.866547
613005,Thanjavur,TN,Thanjavur,10.745921,79.111488
416517,Sawantwadi,MH,Sawantwadi,15.743671,73.673752
110011,Delhi,DL,Delhi,28.609794,77.210729
151510,Mansa,PB,Mansa,30.160612,75.422808
500089,Hyderabad,TS,Hyderabad,17.406642,78.380523
482051,Bargi,MP,Bargi,22.994376,79.87841
227131,Haidargarh,UP,Haidargarh,26.666139,81.224872
711111,Howrah,WB,Howrah,22.578281,88.274545
181221,Jammu,JK,Jammu,32.798342,74.915111
781026,Guwahati,AS,Guwahati,26.177713,91.830014
758022,Anandapur,OR,Anandapur,21.20153,86.150404
135106,Yamuna Nagar,HR,Yamuna Nagar,30.275695,77.466489
796111,Darlawn,MZ,Darlawn,24.016553,92.928432
486451,Jaitwara,MP,Jaitwara,24.739802,80.864232
576115,Manipal,KA,Manipal,13.403342,74.718607
411024,Pune,MH,Pune,18.443665,73.784729
700068,Kolkata,WB,Kolkata,22.505747,88.36507
847109,Jhanjharpur,BR,Jhanjharpur,26.310521,86.351567
443402,Jalgaon Jamod,MH,Jalgaon Jamod,21.050393,76.533774
637212,Namakkal,TN,Namakkal,11.292038,78.043516
721659,Bajkul,WB,Bajkul,22.091212,87.854659
574202,Puttur,KA,Puttur,12.757331,75.210335
444126,Akot,MH,Akot,21.123313,76.94557
695104,Attingal,KL,Attingal,8.658394,76.835348
825106,Gomoh,JH,Gomoh,24.001941,85.996858
580029,Hubli,KA,Hubli,15.358439,75.13804
624218,Vadipatti,TN,Vadipatti,10.084374,77.962834
642134,Pollachi,TN,Pollachi,10.57047,76.988709
751017,Bhubaneshwar,OR,Bhubaneshwar,20.319928,85.830216
755049,Chandikhol,OR,Chandikhol,20.698146,86.163363
451228,Thikri,MP,Thikri,22.125091,75.610568
243601,Budaun,UP,Budaun,28.036061,79.12664
144510,Nawanshahr,PB,Nawanshahr,31.22309,76.025807
209402,Ambuj Nagar,UP,Ambuj Nagar,26.28407,80.487475
305011,Ajmer,RJ,Ajmer,26.436866,74.657621
643213,Coonoor,TN,Coonoor,11.32754,76.747957
678722,Akaloor,KL,Akaloor,10.721312,76.509768
626109,Virudhunagar,TN,Virudhunagar,9.598305,78.057314
614902,Thanjavur,TN,Thanjavur,10.586357,79.186673
147102,Patran,PB,Patran,30.02065,76.103737
781008,Guwahati,AS,Guwahati,26.171268,91.748663
713378,Dubrajpur,WB,Dubrajpur,23.702179,87.192146
470113,Bina,MP,Bina,24.182377,78.198845
723215,Bhaddi,WB,Bhaddi,23.436885,86.173894
688501,Alappuzha,KL,Alappuzha,9.484398,76.384698
334601,Lunkaransar,RJ,Lunkaransar,28.494506,73.745958
626513,Theni,TN,Theni,10.009496,77.355379
495222,Bilaspur,CG,Bilaspur,21.98473,82.063431
723142,Raghunathpur,WB,Raghunathpur,23.582852,86.770103
140701,Rajpura,PB,Rajpura,30.4051,76.54118
415609,Sangameshwar,MH,Sangameshwar,17.270013,73.565199
793012,Shillong,ML,Shillong,25.583444,91.901309
756169,Bhadrak,OR,Bhadrak,21.059323,86.50152
132040,Karnal,HR,Karnal,29.508809,76.783277
676307,Tirur,KL,Tirur,10.9479,75.910768
741161,Hanskhali,WB,Hanskhali,23.426826,88.613287
224147,Rajesultanpur,UP,Rajesultanpur,26.416344,82.968039
532408,Srikakulam,AP,Srikakulam,18.184451,83.869967
415415,Shirala,MH,Shirala,16.986024,74.124673
841441,Bhore,BR,Bhore,26.514281,84.139979
500103,Hyderabad,TS,Hyderabad,17.423914,78.439302
624102,Kodaikanal,TN,Kodaikanal,10.250384,77.488962
605201,Gingee,TN,Gingee,12.150853,79.391594
143416,Patti,PB,Patti,31.282592,74.853717
244001,Moradabad,UP,Moradabad,28.830582,78.748517
461772,Pipariya,MP,Pipariya,22.750697,78.354744
413722,Rahuri,MH,Rahuri,19.347676,74.645384
688508,Alappuzha,KL,Alappuzha,9.479198,76.378097
262723,Dhaurahara,UP,Dhaurahara,27.998263,81.090631
768119,Deogarh,OR,Deogarh,21.533792,84.71477
690571,Kayamkulam,KL,Kayamkulam,9.171651,76.629189
562157,Bangalore,KA,Bangalore,13.172152,77.633644
441210,Umred,MH,Umred,20.954382,79.464313
176314,Chamba,HP,Chamba,32.562106,76.114044
313330,Rajsamand,RJ,Rajsamand,25.039342,73.883127
785676,Moranhat,AS,Moranhat,27.277569,94.888627
141111,Khanna,PB,Khanna,30.720351,76.213136
486220,Sohagi,MP,Sohagi,24.982072,81.691081
508287,Haliya,TS,Haliya,16.77851,79.320711
151201,Bathinda,PB,Bathinda,30.316654,74.912713
766023,Junagarh-OR,OR,Junagarh-OR,19.801854,82.899104
517586,Puttur-AP,AP,Puttur-AP,13.328636,79.725977
845430,Sheohar,BR,Sheohar,26.531038,85.189941
396135,Bhilad,GJ,Bhilad,20.253222,72.762855
465680,Pachore,MP,Pachore,23.56642,76.729695
560053,Bangalore,KA,Bangalore,12.970597,77.577513
847211,Madhubani,BR,Madhubani,26.349453,86.070573
441115,Nagpur,MH,Nagpur,21.385395,78.922979
392130,Dahej,GJ,Dahej,21.713288,72.583272
185101,Poonch,JK,Poonch,33.767929,74.096822
500178,Hyderabad,TS,Hyderabad,17.421841,78.436926
362540,UNA,GJ,UNA,20.726227,70.989009
206121,Bakewar,UP,Bakewar,26.574718,79.308891
415713,Dapoli,MH,Dapoli,17.815593,73.096383
221103,Varanasi,UP,Varanasi,25.302187,82.969656
227812,Sultanpur,UP,Sultanpur,26.401539,81.911841
570018,Mysore,KA,Mysore,12.345089,76.582066
741164,Chapra,WB,Chapra,23.48949,88.542172
502269,Narayankhed,TS,Narayankhed,17.905878,77.879591
785625,Golaghat,AS,Golaghat,26.529599,94.05245
576124,Manipal,KA,Manipal,13.355956,74.786473
229401,Unchahar,UP,Unchahar,25.991251,81.276327
847224,Madhubani,BR,Madhubani,26.454203,86.274093
321030,Bayana,RJ,Bayana,27.212658,77.501866
284206,Chirgaon,UP,Chirgaon,25.573119,78.817392
535102,Rajam,AP,Rajam,18.368602,83.45234
624707,Dindigul,TN,Dindigul,10.281247,77.871129
814113,Deoghar,JH,Deoghar,24.50796,86.713332
754286,Salipur,OR,Salipur,20.478433,86.10554
263401,Kashipur,UK,Kashipur,29.162084,79.154842
757086,Bangriposi,OR,Bangriposi,22.182791,86.646004
416532,Sawantwadi,MH,Sawantwadi,15.904663,73.827582
689667,Pathanamthitta,KL,Pathanamthitta,9.335992,76.697405
631202,Sholinghur,TN,Sholinghur,13.269847,79.440776
177119,Bangana,HP,Bangana,31.562737,76.488129
244103,Moradabad,UP,Moradabad,28.830812,78.749381
416501,Gadhinglaj,MH,Gadhinglaj,16.230821,74.362218
334005,Bikaner,RJ,Bikaner,28.018354,73.323558
491004,Durg,CG,Durg,21.182875,81.283337
673101,Vadakara,KL,Vadakara,11.595383,75.592948
263145,Rudrapur,UK,Rudrapur,29.026655,79.482
388530,Vatadara,GJ,Vatadara,22.341032,72.752281
394270,Surat,GJ,Surat,21.094296,72.647836
207301,Jalesar,UP,Jalesar,27.465379,78.298163
591231,Gokak,KA,Gokak,16.200663,74.747686
804421,Tekari,BR,Tekari,25.124426,84.81142
723146,Para,WB,Para,23.617787,86.541024
503101,Kamareddy,TS,Kamareddy,18.1827,78.397454
133102,Ambala,HR,Ambala,30.237282,76.908113
642204,Udumalaipettai,TN,Udumalaipettai,10.510339,77.325342
414506,Pathardi,MH,Pathardi,19.16965,75.169712
444204,Jalgaon Jamod,MH,Jalgaon Jamod,21.109673,76.694202
635130,Hosur,TN,Hosur,12.689152,77.927759
606905,Arani,TN,Arani,12.647273,79.167893
686546,Karukachal,KL,Karukachal,9.460806,76.600867
560091,Bangalore,KA,Bangalore,13.002032,77.48596
496107,Raigarh,CG,Raigarh,22.08736,83.437018
333012,Udaipurwati,RJ,Udaipurwati,27.92365,75.511144
343043,Sanchore,RJ,Sanchore,24.753948,71.775211
811201,Munger,BR,Munger,25.375884,86.472889
431701,Waranga Phata,MH,Waranga Phata,19.433491,77.40949
689544,Kozhenchery,KL,Kozhenchery,9.40092,76.668783
454116,Sardarpur,MP,Sardarpur,22.677794,74.947489
441107,Savner,MH,Savner,21.385797,78.919708
515835,Guntakal,AP,Guntakal,15.160634,77.379085
695543,Nedumangad,KL,Nedumangad,8.590258,77.035948
465697,Shajapur,MP,Shajapur,23.571332,76.479342
176065,Palampur,HP,Palampur,32.076961,76.460387
517193,Pileru,AP,Pileru,13.65113,79.086053
303122,Dudu,RJ,Dudu,26.679331,75.238939
110105,Delhi,DL,Delhi,28.647754,77.182541
534426,Dwaraka Tirumala,AP,Dwaraka Tirumala,16.953634,81.25639
691022,Kollam,KL,Kollam,8.884599,76.607006
485002,Satna,MP,Satna,24.574857,80.851347
575005,Mangalore,KA,Mangalore,12.885806,74.864979
462017,Bhopal,MP,Bhopal,23.215361,77.436413
262726,Lakhimpur,UP,Lakhimpur,28.04535,80.934522
230306,Mungra Badshahpur,UP,Mungra Badshahpur,25.714638,82.152527
152024,Jalalabad,PB,Jalalabad,30.609025,74.262258
241124,Shahabad,UP,Shahabad,27.64886,79.93607
311408,Shahpura,RJ,Shahpura,25.557581,74.787638
852110,Supaul,BR,Supaul,26.040372,86.593049
301035,Laxmangarh,RJ,Laxmangarh,27.302871,76.891586
415214,Mandangad,MH,Mandangad,18.044839,73.212338
784117,Thelamara,AS,Thelamara,26.694987,92.575346
243634,Budaun,UP,Budaun,28.128982,79.22757
382325,Ahmedabad,GJ,Ahmedabad,23.076434,72.653887
342011,Jodhpur,RJ,Jodhpur,26.255147,73.034867
495007,Bilaspur,CG,Bilaspur,22.0844,82.145726
737132,Rangpo,SK,Rangpo,27.175173,88.53118
533214,Amalapuram,AP,Amalapuram,16.593746,81.950807
581175,Dharwad,KA,Dharwad,15.594714,75.056175
584201,Raichur,KA,Raichur,16.215376,77.352194
627130,Thisayanvilai,TN,Thisayanvilai,8.258386,77.819339
680573,Thrissur,KL,Thrissur,10.496743,76.109015
207402,Kasganj,UP,Kasganj,27.909112,78.825534
110082,Delhi,DL,Delhi,28.775572,77.09931
412408,Ambegaon,MH,Ambegaon,19.044687,73.837966
639004,Karur,TN,Karur,10.958029,78.094798
210007,Ghaziabad,UP,Ghaziabad,28.645224,77.443697
785664,Sivasagar,AS,Sivasagar,26.949255,94.533607
176207,Sihunta,HP,Sihunta,32.301778,76.088512
451660,Thikri,MP,Thikri,22.071927,75.400272
741245,Kalyani,WB,Kalyani,22.977423,88.522679
755007,Jajpur,OR,Jajpur,20.837517,86.3363
753012,Cuttack,OR,Cuttack,20.454862,85.892062
212401,Phulpur,UP,Phulpur,25.541233,82.311177
497333,Premnagar,CG,Premnagar,22.958485,82.700536
135021,Yamuna Nagar,HR,Yamuna Nagar,30.290912,77.498013
442005,Wardha,MH,Wardha,20.738598,78.600758
573147,Ramanathapura,KA,Ramanathapura,12.617079,76.082712
442701,Ballarpur,MH,Ballarpur,19.854545,79.346787
533217,Amalapuram,AP,Amalapuram,16.496118,82.035595
673307,Koyilandy,KL,Koyilandy,11.46036,75.677025
795104,Tadubi,MN,Tadubi,25.4816,94.135813
303302,Bassi,RJ,Bassi,26.73637,76.150035
799141,Santirbazar,TR,Santirbazar,23.2199,91.610665
686124,Pala,KL,Pala,9.689338,76.775298
143004,Amritsar,PB,Amritsar,31.649999,74.873499
382655,Gandhinagar,GJ,Gandhinagar,23.263789,72.671393
413739,Shrirampur,MH,Shrirampur,19.621979,74.767915
797118,Dimapur,NL,Dimapur,25.908127,93.727375
999971,Rupnagar,PB,Rupnagar,30.9687,76.533458
136020,Kaithal,HR,Kaithal,29.879679,76.618222
470226,Jhunku,MP,Jhunku,23.396506,79.019907
481672,ShahpuraMP,MP,ShahpuraMP,22.935855,80.656069
761105,Polasara,OR,Polasara,19.696757,84.81627
689647,Pathanamthitta,KL,Pathanamthitta,9.239759,76.756162
110511,Delhi,DL,Delhi,28.698356,77.172478
482009,Jabalpur,MP,Jabalpur,23.211939,79.991399
731245,Khargram,WB,Khargram,24.045796,87.861123
472001,Tikamgarh,MP,Tikamgarh,24.760054,78.831153
473446,Chanderi,MP,Chanderi,24.706729,78.129952
782411,Morigaon,AS,Morigaon,26.223918,92.132471
638315,Anthiyour,TN,Anthiyour,11.503876,77.57467
387100,Nadiad,GJ,Nadiad,22.694137,72.86229
572123,Maddur,KA,Maddur,12.830055,77.032799
758015,Anandapur,OR,Anandapur,21.214547,86.111568
673125,Sultan Bathery,KL,Sultan Bathery,11.662419,76.254622
274205,Barhaj,UP,Barhaj,26.368864,83.624336
627956,Sankarankovil,TN,Sankarankovil,9.177461,77.535396
521165,Vuyyuru,AP,Vuyyuru,16.360241,80.843325
177105,Dehra Gopipur,HP,Dehra Gopipur,31.877694,76.141791
574272,Moodabidri,KA,Moodabidri,13.069167,74.995473
602105,Sriperumbudur,TN,Sriperumbudur,12.969124,79.947502
792122,Kharsang,AR,Kharsang,27.416782,96.021202
783360,Gossaigaon,AS,Gossaigaon,26.432676,89.973171
334004,Bikaner,RJ,Bikaner,28.032852,73.296426
500039,Hyderabad,TS,Hyderabad,17.402143,78.563479
835244,Simdega,JH,Simdega,22.614717,84.502381
160026,Chandigarh,CH,Chandigarh,30.726407,76.803986
413202,Karmala,MH,Karmala,18.259826,75.16294
829118,Patratu,JH,Patratu,23.660726,85.305877
802207,Piro,BR,Piro,25.333153,84.404555
232332,Ghazipur,UP,Ghazipur,25.554653,83.643228
457119,Alote,MP,Alote,23.657099,75.464434
190004,Srinagar,JK,Srinagar,34.06281,74.8494
741137,Nakashipara,WB,Nakashipara,23.690108,88.29717
613601,Thanjavur,TN,Thanjavur,10.774455,79.052533
203407,Siyana,UP,Siyana,28.524988,77.975482
591136,Mudhol,KA,Mudhol,16.240843,75.180199
628303,Ottapidaram,TN,Ottapidaram,8.820947,77.849023
722204,Barjora,WB,Barjora,23.39269,87.307389
211021,Soraon,UP,Soraon,25.612447,81.852627
440006,Nagpur,MH,Nagpur,21.16913,79.047501
486002,Rewa,MP,Rewa,24.557813,81.318227
577551,Davangere,KA,Davangere,14.199626,75.810461
440034,Nagpur,MH,Nagpur,21.094197,79.117642
146023,Hoshiarpur,PB,Hoshiarpur,31.516339,75.950032
627051,Tirunelveli,TN,Tirunelveli,8.700194,77.730644
341504,Degana,RJ,Degana,26.95233,74.452826
521344,Kaikaluru,AP,Kaikaluru,16.508411,81.309328
712104,Hooghly,WB,Hooghly,22.929595,88.395475
121009,Faridabad,HR,Faridabad,28.490852,77.292603
575227,Bangalore,KA,Bangalore,13.042225,75.569938
208120,Kanpur,UP,Kanpur,26.446439,80.295161
226010,Lucknow,UP,Lucknow,26.84985,80.99955
614612,Peravurani,TN,Peravurani,10.183752,79.198728
804401,Arwal,BR,Arwal,25.244798,84.663166
175031,Nihri,HP,Nihri,31.38751,77.124775
344502,Ramsar,RJ,Ramsar,25.726076,70.875645
632002,Vellore,TN,Vellore,12.880127,79.136211
345027,Sheo,RJ,Sheo,26.235961,71.21214
828302,Dhanbad,JH,Dhanbad,23.679407,86.407963
624004,Dindigul,TN,Dindigul,10.385048,77.971021
576229,Kundapura,KA,Kundapura,13.663217,74.911206
182161,Chenani,JK,Chenani,33.035371,75.284989
180004,Jammu,JK,Jammu,32.697239,74.866395
202139,Hathras,UP,Hathras,27.70825,78.133649
686025,Kottayam,KL,Kottayam,9.588527,76.541609
123401,Rewari,HR,Rewari,28.19085,76.613347
533247,Razole,AP,Razole,16.503291,81.918983
177107,Dehra Gopipur,HP,Dehra Gopipur,31.819628,76.210963
805103,Nawada,BR,Nawada,24.838106,85.418443
412220,Shirur,MH,Shirur,18.783128,74.296776
752021,Nirakarpur,OR,Nirakarpur,19.943573,85.495424
221719,Ballia,UP,Ballia,25.763967,84.010804
600064,Chennai,TN,Chennai,12.932114,80.141234
627116,Vallioor,TN,Vallioor,8.262052,77.607462
848110,Samastipur,BR,Samastipur,25.860817,85.785935
604601,Tiruvannamalai,TN,Tiruvannamalai,12.246694,79.225763
509407,Narayanpet,TS,Narayanpet,16.820162,77.499043
230304,Pratapgarh,UP,Pratapgarh,25.801644,82.038319
676542,Edavanna,KL,Edavanna,11.212378,76.139956
285129,Jalaun,UP,Jalaun,26.318935,79.327621
635001,Krishnagiri,TN,Krishnagiri,12.519704,78.220768
523368,Giddalur,AP,Giddalur,15.461275,78.965932
624613,Palani,TN,Palani,10.450004,77.553557
440003,Nagpur,MH,Nagpur,21.132503,79.090289
364330,Sihor,GJ,Sihor,21.845528,71.801806
614803,Peravurani,TN,Peravurani,10.337127,79.222392
768217,Brajrajnagar,OR,Brajrajnagar,21.823147,83.849756
841234,Siwan,BR,Siwan,26.078816,84.129548
523367,Giddalur,AP,Giddalur,15.331469,78.90123
228151,Kumarganj,UP,Kumarganj,26.41588,82.124322
822126,Satbarwa,JH,Satbarwa,23.921047,84.258139
577232,Thirthahalli,KA,Thirthahalli,13.736119,75.330662
534122,Penugonda,AP,Penugonda,16.648435,81.741771
516004,Cuddapah,AP,Cuddapah,14.459787,78.823255
524345,Nellore,AP,Nellore,14.383224,79.732703
742409,Domkal,WB,Domkal,24.145686,88.552104
305801,Kishangarh,RJ,Kishangarh,26.584323,74.856024
625120,Melur,TN,Melur,10.030224,78.336028
843121,Dholi,BR,Dholi,25.998052,85.602997
686721,Muvattupuzha,KL,Muvattupuzha,9.985869,76.588995
742407,Baharampur,WB,Baharampur,24.080303,88.267419
360550,Porbandar,GJ,Porbandar,21.683651,69.745482
301708,Neemrana,RJ,Neemrana,28.130743,76.452208
602001,Tiruvallur,TN,Tiruvallur,13.140476,79.907518
205268,Kishni,UP,Kishni,27.068299,79.148162
110106,Delhi,DL,Delhi,28.647754,77.182541
431114,Sillod,MH,Sillod,20.256458,75.769387
123507,Gurgaon,HR,Gurgaon,28.445385,76.825976
571802,Nagamangala,KA,Nagamangala,12.88069,76.634672
177213,Amb,HP,Amb,31.746332,76.056223
229416,Kunda,UP,Kunda,25.720511,81.52376
741507,Hanskhali,WB,Hanskhali,23.400942,88.710962
574218,Sullia,KA,Sullia,12.631605,75.530661
756137,Bhadrak,OR,Bhadrak,20.943923,86.523624
391740,Vadodara,GJ,Vadodara,22.362841,73.16724
571429,Maddur,KA,Maddur,12.60274,77.05304
532284,Sompeta,AP,Sompeta,18.943063,84.584455
560016,Bangalore,KA,Bangalore,12.994623,77.66539
581306,Karwar,KA,Karwar,14.813301,74.17105
515731,Anantapur,AP,Anantapur,14.820595,77.597748
828135,Dhanbad,JH,Dhanbad,23.666544,86.446237
384345,Vadnagar,GJ,Vadnagar,23.836153,72.580222
143001,Amritsar,PB,Amritsar,31.648814,74.865847
411046,Pune,MH,Pune,18.44682,73.859446
431708,Loha,MH,Loha,18.946585,77.116504
136136,Pehowa,HR,Pehowa,30.169014,76.70638
416216,Kolhapur,MH,Kolhapur,16.578385,74.314376
